,title,condition,price,location,price($),country_code,store_name,store_type,simple_condition,brand,has_brand,title_length,log_price,log_title_length
0,Motorcycle Leather Jacket Motorbike Genuine Black Biker With CE Armour Black,Brand New,$117.70,United Kingdom,117.7,GB,eBay,International,New,Other,False,76,4.776599301615622,4.343805421853684
1,Men's Real Motorcycle Cafe Racer Distressed Brown Genuine Leather Biker Jacket,Brand New,$40.00,United States,40.0,US,eBay,International,New,Other,False,78,3.713572066704308,4.3694478524670215
2,Men Leather Jacket | Trucker Jacket | Genuine Black Leather Vintage Style Jacket,Brand New,$55.00,Pakistan,55.0,PK,eBay,International,New,Vintage,False,80,4.02535169073515,4.394449154672439
3,Zayn Men's Real Leather Black Motorcycle Jacket Soft Lambskin Cafe Racer Biker,Brand New,$136.99,India,136.99,IN,eBay,International,New,Other,False,78,4.927181218763463,4.3694478524670215
4,Trucker Leather Jacket For Men Real Sheepskin Vintage Style Leather Jacket Green,Brand New,$50.00,Pakistan,50.0,PK,eBay,International,New,Vintage,False,80,3.9318256327243257,4.394449154672439
5,Varsity Letterman Wool & Real Cowhide Leather Sleeves High Quality Bomber Jacket,Brand New,$89.99,United States,89.99,US,eBay,International,New,Other,False,80,4.5107496103686,4.394449154672439
7,Unisex Stylish Leather Jacket for Men and Women Biker's Jacket,Brand New,$46.07,Canada,46.07,CA,eBay,International,New,Other,False,62,3.851635855413051,4.143134726391533
8,Men's leather Jacket 100% Genuine Thick and Soft Leather Man Classic Biker Coat,Brand New,$99.00,Pakistan,99.0,PK,eBay,International,New,Other,False,79,4.605170185988092,4.382026634673881
10,Men's Real Lambskin Leather White Flight Bomber Jacket Quilted Style Biker Coat,Brand New,$133.99,India,133.99,IN,eBay,International,New,Other,False,79,4.9052007016207355,4.382026634673881
11,New Men's ALD Vanson Distressed Grey Real Leather Motorcycle Jacket,Brand New,$199.99,Pakistan,199.99,PK,eBay,International,New,Vanson,True,67,5.30325515557766,4.219507705176107
12,Men's Black Avirex Real Leather Bomber Jacket American Flight Leather Jacket,Brand New,$138.48,United Kingdom,138.48,GB,eBay,International,New,Avirex,True,76,4.93792122180745,4.343805421853684
13,Men Leather Jacket Harley Davidson Motorcycle Jacket Vintage Black BikerJacket,Brand New,$154.24,Australia,154.24,AU,eBay,International,New,Vintage,False,78,5.044972306500705,4.3694478524670215
14,Men's 100% Real Lambskin Leather Black & Brown Jacket Bomber Biker Moto Jacket,Brand New,$151.30,India,151.3,IN,eBay,International,New,Other,False,78,5.025852259901116,4.3694478524670215
15,New Mens Leather Jacket real lambskin coat biker motorcycle racer cafe Slim M763,Brand New,$129.00,India,129.0,IN,eBay,International,New,Other,False,80,4.867534450455582,4.394449154672439
16,Real Lambskin Trucker Leather Jacket For Men Vintage Style Leather Jacket Black,Brand New,$129.00,Pakistan,129.0,PK,eBay,International,New,Vintage,False,79,4.867534450455582,4.382026634673881
18,Trucker Jacket For Men Lambskin Distressed Black Vintage Style Leather Jacket,Brand New,$129.00,Pakistan,129.0,PK,eBay,International,New,Vintage,False,77,4.867534450455582,4.356708826689592
19,Dimex Motorcycle Jacket Brown Genuine Leather Biker Motorbike With CE Armour,Brand New,$117.70,United Kingdom,117.7,GB,eBay,International,New,Other,False,76,4.776599301615622,4.343805421853684
20,Men Western Cowboy Fringe Jacket Beaded Native American Real Leather Jacket,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,75,4.110709916308365,4.330733340286331
22,Men’s Brown Genuine Leather Bomber Jacket – Classic Flight Style Real Leather,Brand New,$119.00,Pakistan,119.0,PK,eBay,International,New,Other,False,77,4.787491742782046,4.356708826689592
23,Mens Brown Leather Jacket Real Cowhide Biker Trucker Style Jacket Coat,Brand New,$47.99,United States,47.99,US,eBay,International,New,Other,False,70,3.8916161956504833,4.2626798770413155
24,Green Bomber Leather Jacket for Men Pure Suede Size S M L XL XXL 3XL Custom Made,Brand New,$160.79,India,160.79,IN,eBay,International,New,Other,False,80,5.086299198017246,4.394449154672439
25,Luxury Men’s Black Croco Leather Jacket Sleek Zip-Up Alligator Print Biker Style,Brand New,$168.32,India,168.32,IN,eBay,International,New,Other,False,80,5.1317904156527225,4.394449154672439
26,Mens Motorcycle Biker Distressed Brown Real Leather Jacket,Brand New,$38.55,Australia,38.55,AU,eBay,International,New,Other,False,58,3.677565694213663,4.07753744390572
27,Mens Cut Off Motorcycle Waistcoat Cowhide Real Leather Black Biker Vest Jacket,Brand New,$96.93,United Kingdom,96.93,GB,eBay,International,New,Other,False,78,4.584252937732703,4.3694478524670215
28,Real Leather Black Motorcycle Mens Cafe Racer Biker Jacket,Brand New,$38.00,United States,38.0,US,eBay,International,New,Other,False,58,3.6635616461296463,4.07753744390572
29,Men's Motorcycle Leather jacket Genuine Sheep Skin Brando Style Black Biker,Brand New,$40.99,United States,40.99,US,eBay,International,New,Other,False,75,3.737431494696102,4.330733340286331
30,Men's Genuine Leather Jacket Biker Style Real Lambskin Brown Field Leather Coat,Brand New,$161.99,India,161.99,IN,eBay,International,New,Other,False,79,5.093688849231541,4.382026634673881
31,New Mens Leather Jacket real lambskin coat biker motorcycle racer cafe Slim M715,Brand New,$129.00,India,129.0,IN,eBay,International,New,Other,False,80,4.867534450455582,4.394449154672439
32,Men's Black Sheepskin Leather Hoodie Jacket | Premium Cowhide Bomber Hoodie,Brand New,$45.99,United States,45.99,US,eBay,International,New,Other,False,75,3.849934813114724,4.330733340286331
33,Men's Brown Premium Leather Hoodie Handmade Genuine Lambskin Leather Jacket,Brand New,$45.00,Pakistan,45.0,PK,eBay,International,New,Other,False,75,3.828641396489095,4.330733340286331
34,Men's Leather Jacket Motorcycle Biker Genuine Cowhide LEATHER JACKET for biker x,New (Other),$195.00,Pakistan,195.0,PK,eBay,International,New,Other,False,80,5.278114659230517,4.394449154672439
35,Leather Brando Motorbike Jacket Marlon Biker Motorcycle With Genuine CE Armour,Brand New,$103.85,United Kingdom,103.85,GB,eBay,International,New,Other,False,78,4.652530757347929,4.3694478524670215
36,Vintage Mens Leather Jacket UK 42 XL Black Leather HI01,Pre-Owned,$62.25,United Kingdom,62.25,GB,eBay,International,Used,Vintage,False,55,4.1470951276076295,4.02535169073515
37,Mens Cafe Racer Biker Real Leather Jacket Vintage Style Lambskin Outerwear Coat,Brand New,$134.00,Pakistan,134.0,PK,eBay,International,New,Vintage,False,79,4.90527477843843,4.382026634673881
38,New Black Leather Jacket Men Flight/Bomber Pure Lambskin Coat Size S M L XL XXL,Brand New,$133.99,India,133.99,IN,eBay,International,New,Other,False,79,4.9052007016207355,4.382026634673881
39,Men’s Distressed Brown Black Café Racer Motorcycle Biker Real Leather Jacket,Brand New,$32.52,United States,32.52,US,eBay,International,New,Other,False,76,3.5121422756138823,4.343805421853684
40,Men's Motorcycle Leather jacket Genuine Buffalo Skin Brando Style Black Biker#A,Brand New,$39.25,China,39.25,CN,eBay,International,New,Buffalo,True,79,3.6951100038645723,4.382026634673881
41,Polo Blue Ralph Lauren Croc-Embossed Leather Jacket Genuine Cowhide Leather,Brand New,$164.99,Pakistan,164.99,PK,eBay,International,New,Other,False,75,5.111927545578128,4.330733340286331
42,Men's RAF Aviator Real Leather Jacket Coat Bomber B3 Sheep Skin Pilot Flying,Brand New,$148.98,United States,148.98,US,eBay,International,New,Other,False,76,5.010501951873243,4.343805421853684
43,Vintage Perry Ellis Leather Jacket L Suede Overshirt Brown,Pre-Owned,$62.31,United Kingdom,62.31,GB,eBay,International,Used,Vintage,False,58,4.148043294556035,4.07753744390572
44,MEN'S TOM CRUISE TOP GUN PETER MAVERICK BOMBER FUR REAL LEATHER FLIGHT JACKET,Brand New,$31.84,United Kingdom,31.84,GB,eBay,International,New,Other,False,77,3.4916472845842277,4.356708826689592
45,Trucker Jacket Mens Lambskin Distressed Black Brown Vintage Style Leather Jacket,Brand New,$139.00,Pakistan,139.0,PK,eBay,International,New,Vintage,False,80,4.941642422609304,4.394449154672439
46,Men's Genuine Sheepskin Black Trucker Leather Shirt Jean Style Leather Jacket,New (Other),$117.59,United States,117.59,US,eBay,International,New,Other,False,77,4.775672165976704,4.356708826689592
47,Men Western Cowboy Suede Fringe Jacket Native American Fringe Leather Jacket,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,76,4.110709916308365,4.343805421853684
48,Mens Leather Casual Biker Jacket Shirt Soft Motorcycle Genuine Biker Style Fit,Brand New,$90.00,United Kingdom,90.0,GB,eBay,International,New,Other,False,78,4.51085950651685,4.3694478524670215
49,Black Bomber Flight Real Leather Jacket For Men,Brand New,$156.91,India,156.91,IN,eBay,International,New,Other,False,47,5.062025250478552,3.871201010907891
50,Men's Vintage Trucker Brown  Suede Leather  Biker Jacket,Brand New,$166.19,United Kingdom,166.19,GB,eBay,International,New,Vintage,False,56,5.119130890249554,4.04305126783455
51,Men Western Cowboy Suede Fringe Jacket Beaded Native American Leather Jacket,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,76,4.110709916308365,4.343805421853684
52,Men's Leather Western Jacket With Fringe Cowboy Style Suede Leather Jacket Brown,Brand New,$83.09,United Kingdom,83.09,GB,eBay,International,New,Other,False,80,4.431887653844806,4.394449154672439
53,Men Western Cowboy Fringe Jacket Beaded Native American Real Leather Jacket,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,75,4.110709916308365,4.330733340286331
54,Men's Black Premium Leather Hoodie Handmade Genuine Lambskin Leather Jacket,Brand New,$99.00,Pakistan,99.0,PK,eBay,International,New,Other,False,75,4.605170185988092,4.330733340286331
55,Men Suede Leather Trucker Premium Western Wear Shirt - Suede Leather Shirt,Brand New,$81.99,Pakistan,81.99,PK,eBay,International,New,Other,False,74,4.418720118610357,4.31748811353631
56,Men's Vintage Biker Black Motorcycle Distressed Cafe Racer Leather Jacket,Brand New,$49.07,Australia,49.07,AU,eBay,International,New,Vintage,False,73,3.9134220263418533,4.30406509320417
57,Brown Field Leather Jacket for Men Pure Suede Custom Made Size S M L XXL 3XL,Brand New,$162.15,India,162.15,IN,eBay,International,New,Other,False,76,5.094670023039329,4.343805421853684
58,Mens Cafe Racer Biker Real Leather Jacket Casual Wear Sheepskin Vintage Style,Brand New,$119.00,Pakistan,119.0,PK,eBay,International,New,Vintage,False,77,4.787491742782046,4.356708826689592
59,Varsity Bomber Letterman High Quality Wool & Real Cowhide Leather Sleeves Jacket,Brand New,$89.99,United States,89.99,US,eBay,International,New,Other,False,80,4.5107496103686,4.394449154672439
60,TOP GUN Men's Jet Fighter Bomber Navy Air Force Pilot Leather Jacket,Brand New,$69.23,United Kingdom,69.23,GB,eBay,International,New,Other,False,68,4.251775570170929,4.23410650459726
61,New Spring/Fall Men's Faux Leather Jacket Middle aged Dad Casual PU coat Fashion,Brand New,$25.90,China,25.9,CN,eBay,International,New,Other,False,80,3.292126286607793,4.394449154672439
62,Trucker Jacket For Men Lambskin Distressed Brown Vintage Style Leather Jacket,Brand New,$138.00,Pakistan,138.0,PK,eBay,International,New,Vintage,False,77,4.9344739331306915,4.356708826689592
63,Men's Avirex Black Bomber American Flight Real Cowhide Leather Jacket Men Gift,Brand New,$204.99,Pakistan,204.99,PK,eBay,International,New,Avirex,True,78,5.327827623921977,4.3694478524670215
64,Men Western Cowboy Suede Fringe Jacket Beaded Native American Leather Jacket,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,76,4.110709916308365,4.343805421853684
65,Mens Classic Black Sheepskin Dress Coat Real Leather Blazer Sport Coat Jacket,Brand New,$119.96,United States,119.96,US,eBay,International,New,Other,False,77,4.795459912431223,4.356708826689592
66,Men's Brown Motorcycle Biker Cafe Racer Removable Hoody Leather Jacket,Brand New,$124.63,United Kingdom,124.63,GB,eBay,International,New,Other,False,70,4.833341079016327,4.2626798770413155
67,Mens Classic Vintage Genuine Top-Grain Cowhide Biker Leather Jacket,Brand New,$119.99,United States,119.99,US,eBay,International,New,Vintage,False,67,4.7957078975533864,4.219507705176107
68,Mens Leather Casual Biker Jacket Coat Soft Motorcycle Genuine Biker Style Fit,Brand New,$92.77,United Kingdom,92.77,GB,eBay,International,New,Other,False,77,4.540844975431534,4.356708826689592
69,G-1 Aviator Flight Jacket Distressed Brown Real Leather Bomber Jacket,Brand New,$149.95,United States,149.95,US,eBay,International,New,Other,False,69,5.016948656152848,4.248495242049359
70,Motorcycle Leather Jacket Touring Bike Riding Thick Real Leather Brando Jacket,Brand New,$84.12,Australia,84.12,AU,eBay,International,New,Other,False,78,4.444062025593334,4.3694478524670215
71,Ryan Gosling The Fall Guy Miami Vice Stunt Team Bomber Real Leather Jacket,Brand New,$49.99,Pakistan,49.99,PK,eBay,International,New,Other,False,74,3.9316295350670645,4.31748811353631
72,New Mens Leather Jacket real lambskin coat biker motorcycle racer cafe Slim M757,Brand New,$129.00,India,129.0,IN,eBay,International,New,Other,False,80,4.867534450455582,4.394449154672439
73,Men's Black Leather Jacket Pure Lambskin Biker Cafe Racer Leather Jacket,Brand New,$149.99,India,149.99,IN,eBay,International,New,Other,False,72,5.017213609456379,4.290459441148391
74,Men black Leather Jacket Coat Motorcycle Biker Slim Fit Outwear Jackets,New (Other),$119.99,India,119.99,IN,eBay,International,New,Other,False,71,4.7957078975533864,4.276666119016055
75,Mens Soft Lambskin Leather Bomber Biker Jacket Black Baseball Varsity Style Coat,Brand New,$151.20,India,151.2,IN,eBay,International,New,Other,False,80,5.025195445427586,4.394449154672439
76,Men's 100% Real Leather Gray Jacket Genuine Lambskin Classic Moto Biker Jacket,Brand New,$159.99,India,159.99,IN,eBay,International,New,Other,False,78,5.081342251254203,4.3694478524670215
77,Men’s Motorcycle Biker Vintage Cafe Racer Distressed REAL Leather Jacket For Men,Brand New,$54.99,United States,54.99,US,eBay,International,New,Vintage,False,80,4.025173103360802,4.394449154672439
78,Mens Classic Vintage Genuine Top-Grain Cowhide Biker Leather Jacket,Brand New,$119.99,United States,119.99,US,eBay,International,New,Vintage,False,67,4.7957078975533864,4.219507705176107
79,Mens Leather Casual Biker Jacket Coat Soft Motorcycle Genuine Biker Style Fit,Brand New,$92.77,United Kingdom,92.77,GB,eBay,International,New,Other,False,77,4.540844975431534,4.356708826689592
80,Mens Classic Black Sheepskin Dress Coat Real Leather Blazer Sport Coat Jacket,Brand New,$119.96,United States,119.96,US,eBay,International,New,Other,False,77,4.795459912431223,4.356708826689592
81,Ryan Gosling The Fall Guy Miami Vice Stunt Team Bomber Real Leather Jacket,Brand New,$49.99,Pakistan,49.99,PK,eBay,International,New,Other,False,74,3.9316295350670645,4.31748811353631
82,G-1 Aviator Flight Jacket Distressed Brown Real Leather Bomber Jacket,Brand New,$149.95,United States,149.95,US,eBay,International,New,Other,False,69,5.016948656152848,4.248495242049359
83,Mens Leather Jacket Soft Fashion Big Causal Classic Dress Leather Winter Jacket,Brand New,$112.17,Australia,112.17,AU,eBay,International,New,Other,False,79,4.72889111297785,4.382026634673881
84,Mens Retro 100% Nappa Leather Harington Biker Jacket,Brand New,$149.56,United Kingdom,149.56,GB,eBay,International,New,Other,False,52,5.01436167583707,3.970291913552122
85,Men's Trucker Brown Real Genuine Leather Biker Cafe Racer vintage Jacket,Brand New,$45.56,Australia,45.56,AU,eBay,International,New,Vintage,False,72,3.8407418034231826,4.290459441148391
86,Men Leather Jacket | Trucker Jacket | Real Lambskin Leather Jacket For Men,Brand New,$110.00,Pakistan,110.0,PK,eBay,International,New,Other,False,74,4.709530201312334,4.31748811353631
87,Men Black Leather Puffer Jacket with Hood – Genuine Leather Winter Bomber 2026,Brand New,$149.99,United States,149.99,US,eBay,International,New,Other,False,78,5.017213609456379,4.3694478524670215
88,New Mens Leather Jacket real lambskin coat biker motorcycle racer cafe Slim M798,Brand New,$129.00,India,129.0,IN,eBay,International,New,Other,False,80,4.867534450455582,4.394449154672439
89,New Men's Black Leather Jacket Trucker Vintage Style Biker Button up Jacket,Brand New,$58.75,United States,58.75,US,eBay,International,New,Vintage,False,75,4.09016919081162,4.330733340286331
90,Men’s Distressed Brown Leather Jacket – Vintage Motorcycle Racer Jacket,Brand New,$119.00,Pakistan,119.0,PK,eBay,International,New,Vintage,False,71,4.787491742782046,4.276666119016055
91,Varsity Letterman Bomber Baseball Leather Stripes College Stylish Wool Jacket,Brand New,$89.99,United States,89.99,US,eBay,International,New,Other,False,77,4.5107496103686,4.356708826689592
92,Vintage Wilsons Leather Jacket XL Moto Cafe Racer Biker Geometric Black,Pre-Owned,$72.00,United Kingdom,72.0,GB,eBay,International,Used,Vintage,False,71,4.290459441148391,4.276666119016055
94,Native American Cowboy Jacket Western Leather Suede Jacket Men Beaded & Tassels,Brand New,$104.99,Pakistan,104.99,PK,eBay,International,New,Other,False,79,4.663344750039164,4.382026634673881
95,Vintage Distressed Brown Leather Bomber Jacket – Classic Aviator Style Jacket,Brand New,$150.00,Pakistan,150.0,PK,eBay,International,New,Vintage,False,77,5.017279836814924,4.356708826689592
96,Men's Genuine Lambskin Leather Jacket Black Slim Fit Biker Casual Cafe Racer,Brand New,$89.00,Pakistan,89.0,PK,eBay,International,New,Other,False,76,4.499809670330265,4.343805421853684
97,Men's HD Motorcycle Cowhide Pitch Black Real Leather Jacket with Dual Vents,New (Other),$143.46,United States,143.46,US,eBay,International,New,Other,False,75,4.973002652622701,4.330733340286331
98,Harley Men's Genuine Biker Leather Jacket Vintage Motorcycle Passing Link Style,Brand New,$99.99,United States,99.99,US,eBay,International,New,Vintage,False,79,4.6150215020384655,4.382026634673881
99,Men Motorcycle Vintage Cafe Racer Distressed Tan Brown Biker Real Leather Jacket,Brand New,$139.95,United States,139.95,US,eBay,International,New,Vintage,False,80,4.948405217560121,4.394449154672439
101,Men's Western Cowhide Leather Jacket Real Hair-On Pony Skin Stylish Trucker Coat,Brand New,$89.99,Pakistan,89.99,PK,eBay,International,New,Pony,True,80,4.5107496103686,4.394449154672439
102,Men's Black Casual Biker Real Sheepskin Leather Hoodie Bomber Hooded Jacket,Brand New,$37.99,United States,37.99,US,eBay,International,New,Other,False,75,3.663305202994506,4.330733340286331
103,A2  Mens Flight Aviator Brown Pilot Bomber WW2 Real Leather Biker Army Jacket,Brand New,$69.23,United Kingdom,69.23,GB,eBay,International,New,Other,False,77,4.251775570170929,4.356708826689592
104,Men Brown Suede Leather Flight Bomber Jacket Size XS S M L XL XXL 3XL Custom,Brand New,$133.99,India,133.99,IN,eBay,International,New,Other,False,76,4.9052007016207355,4.343805421853684
105,Men's Real Leather Quilted Panels Bikers Jacket Natural Leather Bikers Jacket,Brand New,$160.00,Pakistan,160.0,PK,eBay,International,New,Other,False,77,5.081404364984463,4.356708826689592
106,Men Suede Leather Trucker Premium Western Wear Shirt - Suede Leather Shirt,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,74,4.110709916308365,4.31748811353631
107,Men's Black Premium Leather Hoodie Handmade Genuine Lambskin Leather Jacket.,Brand New,$44.99,United States,44.99,US,eBay,International,New,Other,False,76,3.8284239815518326,4.343805421853684
108,Men’s Genuine Leather Bomber Jacket Vintage Style Real Leather Flight Coat,Brand New,$119.00,Pakistan,119.0,PK,eBay,International,New,Vintage,False,74,4.787491742782046,4.31748811353631
109,Seattle Seahawks Cream Body RoyalBlue Leather Baseball Jacket Varsity Jacket,Brand New,$131.78,Canada,131.78,CA,eBay,International,New,Other,False,76,4.888693623291013,4.343805421853684
110,Mens Black Leather Classic Box Jacket Analine Cow Hide Retro  Jacket,Brand New,$149.56,United Kingdom,149.56,GB,eBay,International,New,Other,False,68,5.01436167583707,4.23410650459726
111,Michael Jackson Thriller Real Leather Jacket,Brand New,$86.93,Australia,86.93,AU,eBay,International,New,Other,False,44,4.4765410433909105,3.8066624897703196
112,Men's Real Leather 100% Softskin Jacket Puffer Hooded Black Fully Quilted Jacket,Brand New,$151.99,India,151.99,IN,eBay,International,New,Other,False,80,5.030372559779288,4.394449154672439
113,Men's Real Leather Jacket Vintage Distressed Waxed Brown Motorcycle Jacket,Brand New,$142.99,United States,142.99,US,eBay,International,New,Vintage,False,74,4.969743852720179,4.31748811353631
114,Men's Native American Western Cowboy Suede Leather Jacket Fringes & Beaded,Brand New,$59.99,Pakistan,59.99,PK,eBay,International,New,Other,False,74,4.110709916308365,4.31748811353631
116,Men's Black Batman Leather Jacket | Arkham Bruce Wayne Bat Logo Leather Jacket,Brand New,$134.99,United States,134.99,US,eBay,International,New,Other,False,78,4.912581353620868,4.3694478524670215
117,"Mens Leather Jacket Brown Motorcycle, Biker Cafe Racer Style Original Sheep Skin",Brand New,$139.00,Pakistan,139.0,PK,eBay,International,New,Other,False,80,4.941642422609304,4.394449154672439
118,Men's Faux Leather Blazer Jacket Coat Top Outwear Casual Black Brown Fashion,Brand New,$44.49,China,44.49,CN,eBay,International,New,Other,False,76,3.817492521581913,4.343805421853684
119,Mens Black 100% Real Lambskin Leather Slim Fit Solid Biker Jacket S M L XL 2XL,Brand New,$149.07,India,149.07,IN,eBay,International,New,Other,False,78,5.011101851907898,4.3694478524670215
120,Men’s Nuptse-Style Real Leather Puffer Jacket - Warm Quilted Winter Bubble Coat,Brand New,$135.00,Pakistan,135.0,PK,eBay,International,New,Other,False,79,4.912654885736052,4.382026634673881
121,Men's Real Motorcycle Cafe Racer Distressed Brown Genuine Leather Biker Jacket,Brand New,$42.99,United States,42.99,US,eBay,International,New,Other,False,78,3.7839623353606284,4.3694478524670215
122,Men Native American Cowboy Leather Jacket Fringe Suede Jacket - Western Jacket,Brand New,$49.99,Pakistan,49.99,PK,eBay,International,New,Other,False,78,3.9316295350670645,4.3694478524670215
123,Men's TOM CRUISE TOP GUN PETE MAVERICK BOMBER LEATHER FLYING FLIGHT ARMY JACKET,Brand New,$32.01,United Kingdom,32.01,GB,eBay,International,New,Other,False,79,3.4968105458651015,4.382026634673881
124,Men's Real Lambskin Leather Jacket Removable Fur Hood Black Bomber Winter Jacket,Brand New,$186.15,India,186.15,IN,eBay,International,New,Other,False,80,5.231910434350438,4.394449154672439
125,Men's Leather Jacket Biker Motorcycle Genuine Cowhide Jeather Jacket Coat,Brand New,$127.00,Pakistan,127.0,PK,eBay,International,New,Other,False,73,4.852030263919617,4.30406509320417
126,Men’s Motorcycle Biker Vintage Cafe Racer Distressed Real Leather Jacket For Men,Brand New,$25.00,Pakistan,25.0,PK,eBay,International,New,Vintage,False,80,3.258096538021482,4.394449154672439
127,Men's Distressed Brown Stylish Cafe Racer Biker Real Leather Leather Coat Jacket,Brand New,$42.06,Australia,42.06,AU,eBay,International,New,Other,False,80,3.762594491936217,4.394449154672439
128,MENS B3 RAF AVIATOR SHEEP SKIN LEATHER BOMBER WINTER FLYING PILOT JACKET COAT UK,Brand New,$38.55,Australia,38.55,AU,eBay,International,New,Other,False,80,3.677565694213663,4.394449154672439
129,Leather Motorbike Motorcycle Jacket Touring With Genuine CE Armour Biker Thermal,Brand New,$117.70,United Kingdom,117.7,GB,eBay,International,New,Other,False,80,4.776599301615622,4.394449154672439
130,Olive Green Field Leather Jacket Men Pure Suede Custom Made Size S M L XXL 3XL,Brand New,$182.72,India,182.72,IN,eBay,International,New,Other,False,78,5.213412859457593,4.3694478524670215
131,Men's Black Premium Leather Hoodie Handmade Genuine Lambskin Leather Jacket,Brand New,$55.38,United Kingdom,55.38,GB,eBay,International,New,Other,False,75,4.032114485685967,4.330733340286331
132,MENS GENUINE LEATHER JACKET SLIM FIT REAL CAFE RACER BIKER NEW VINTAGE,Brand New,$85.25,Australia,85.25,AU,eBay,International,New,Vintage,False,70,4.457250055911469,4.2626798770413155
133,Café Racer Men Leather Jacket Black Brown Biker Genuine Sheep skin Leather,Brand New,$104.99,United States,104.99,US,eBay,International,New,Other,False,74,4.663344750039164,4.31748811353631
134,David Beckham Stylish Paris France Brown Genuine Leather Jacket Handmade For Men,Brand New,$129.00,Pakistan,129.0,PK,eBay,International,New,Other,False,80,4.867534450455582,4.394449154672439
135,Men’s Black B3 RAF Shearling Bomber Aviator Genuine Sheepskin Leather Jacket,Brand New,$65.00,Pakistan,65.0,PK,eBay,International,New,Other,False,76,4.189654742026425,4.343805421853684
136,Men's Black RAF Shearling B3 Bomber Fur Aviator Sheepskin Leather Jacket,Brand New,$56.70,Australia,56.7,AU,eBay,International,New,Other,False,72,4.055257173514054,4.290459441148391
137,Harley Davidson Men Passing Link Distressed Genuine Cowhide Black Leather Jacket,Brand New,$140.21,Australia,140.21,AU,eBay,International,New,Other,False,80,4.9502481440811605,4.394449154672439
138,Men's Cafe Racer Biker Real Lambskin Leather Jacket Vintage Style Outerwear Coat,Brand New,$119.00,Pakistan,119.0,PK,eBay,International,New,Vintage,False,80,4.787491742782046,4.394449154672439
139,Men's Real Cow Leather Bikers Jacket Quilted Sleeve & Back Panels Biker Jacket,Brand New,$166.19,Pakistan,166.19,PK,eBay,International,New,Other,False,78,5.119130890249554,4.3694478524670215
141,Aeropostale Distressed Leather Bomber Jacket Mens Large Motorcycle Zip Up,Pre-Owned,$79.25,United States,79.25,US,eBay,International,Used,Other,False,73,4.385146762010125,4.30406509320417
142,Harley Davidson Men's Black Motorcycle Jacket Real Cowhide Leather Biker Jacket,Brand New,$191.45,Italy,191.45,IT,eBay,International,New,Other,False,79,5.259836379729755,4.382026634673881
143,Men's Zamora Leather Jacket genuine leather,Brand New,$161.25,Australia,161.25,AU,eBay,International,New,Other,False,43,5.0891383555842,3.784189633918261
144,Vintage 90s Brown Leather Bomber Jacket Paisley Lining Genuine Leather Men’s M,Pre-Owned,$56.00,Ukraine,56.0,UA,eBay,International,Used,Vintage,False,78,4.04305126783455,4.3694478524670215
145,Men's Aviator Genuine Sheepskin Leather Jacket Vintage Brown,Brand New,$105.00,Pakistan,105.0,PK,eBay,International,New,Vintage,False,60,4.663439094112067,4.110873864173311
146,Men's Avirex Sky Blue Real Leather Bomber Jacket American Aviator Flight,Brand New,$147.99,Pakistan,147.99,PK,eBay,International,New,Avirex,True,72,5.003879189599248,4.290459441148391
147,Men's Black Real Leather Hoodie Genuine Lambskin Leather Bomber Hooded Jacket,Brand New,$149.25,India,149.25,IN,eBay,International,New,Other,False,77,5.012300573415317,4.356708826689592
148,Men Leather Jacket | Trucker Jacket | Genuine  Leather Vintage Style Jacket,Brand New,$134.99,Pakistan,134.99,PK,eBay,International,New,Vintage,False,75,4.912581353620868,4.330733340286331
149,Men's Genuine Lambskin Real Leather Navy Blue Blazer Coat Two Button Soft Jacket,Brand New,$152.99,India,152.99,IN,eBay,International,New,Other,False,80,5.036887665240322,4.394449154672439
150,Men's Real Leather 100% Softskin Jacket Puffer Hooded Black Fully Quilted Jacket,Brand New,$151.99,India,151.99,IN,eBay,International,New,Other,False,80,5.030372559779288,4.394449154672439
151,Men's Black Real Leather Hoodie Genuine Lambskin Leather Bomber Hooded Jacket,Brand New,$149.25,India,149.25,IN,eBay,International,New,Other,False,77,5.012300573415317,4.356708826689592
152,Brown Suede Leather Jacket for Men Flight/Bomber Size S M L XL XXL 3XL Customize,Brand New,$158.39,India,158.39,IN,eBay,International,New,Other,False,80,5.071354029130961,4.394449154672439
153,Men's Avirex Sky Blue Real Leather Bomber Jacket American Aviator Flight,Brand New,$147.99,Pakistan,147.99,PK,eBay,International,New,Avirex,True,72,5.003879189599248,4.290459441148391
154,Men’s Black Leather Jacket – GOAT Edition | Premium Biker Style,Brand New,$189.99,Pakistan,189.99,PK,eBay,International,New,Other,False,63,5.252221070655064,4.1588830833596715
155,Men's Black Premium Leather Hoodie Handmade Genuine Lambskin Leather Jacket.,Brand New,$44.99,United States,44.99,US,eBay,International,New,Other,False,76,3.8284239815518326,4.343805421853684
156,Aeropostale Distressed Leather Bomber Jacket Mens Large Motorcycle Zip Up,Pre-Owned,$79.25,United States,79.25,US,eBay,International,Used,Other,False,73,4.385146762010125,4.30406509320417
